rollout_id,pair_id,state_type,checkpoint_t,rollout_k,target_transition_success,generated_token_count
pair_pair_math500_463_recovery_ckpt_256_r_15,pair_math500_463,recovery,256,15,1,433
pair_pair_math500_463_recovery_ckpt_256_r_16,pair_math500_463,recovery,256,16,0,465
pair_pair_math500_464_control_ckpt_000_r_01,pair_math500_464,control,0,1,0,512
pair_pair_math500_464_control_ckpt_000_r_02,pair_math500_464,control,0,2,1,502
pair_pair_math500_464_control_ckpt_000_r_03,pair_math500_464,control,0,3,0,504
pair_pair_math500_464_control_ckpt_000_r_04,pair_math500_464,control,0,4,0,496
pair_pair_math500_464_control_ckpt_000_r_05,pair_math500_464,control,0,5,0,465
pair_pair_math500_464_control_ckpt_000_r_06,pair_math500_464,control,0,6,1,512
pair_pair_math500_464_control_ckpt_000_r_07,pair_math500_464,control,0,7,0,512
pair_pair_math500_464_control_ckpt_000_r_08,pair_math500_464,control,0,8,0,512
pair_pair_math500_464_control_ckpt_000_r_09,pair_math500_464,control,0,9,0,512
pair_pair_math500_464_control_ckpt_000_r_10,pair_math500_464,control,0,10,0,488
pair_pair_math500_464_control_ckpt_000_r_11,pair_math500_464,control,0,11,1,497
pair_pair_math500_464_control_ckpt_000_r_12,pair_math500_464,control,0,12,1,454
pair_pair_math500_464_control_ckpt_000_r_13,pair_math500_464,control,0,13,0,512
pair_pair_math500_464_control_ckpt_000_r_14,pair_math500_464,control,0,14,0,508
pair_pair_math500_464_control_ckpt_000_r_15,pair_math500_464,control,0,15,0,512
pair_pair_math500_464_control_ckpt_000_r_16,pair_math500_464,control,0,16,0,512
pair_pair_math500_464_control_ckpt_256_r_01,pair_math500_464,control,256,1,1,511
pair_pair_math500_464_control_ckpt_256_r_02,pair_math500_464,control,256,2,0,512
pair_pair_math500_464_control_ckpt_256_r_03,pair_math500_464,control,256,3,1,512
pair_pair_math500_464_control_ckpt_256_r_04,pair_math500_464,control,256,4,1,512
pair_pair_math500_464_control_ckpt_256_r_05,pair_math500_464,control,256,5,1,480
pair_pair_math500_464_control_ckpt_256_r_06,pair_math500_464,control,256,6,1,507
pair_pair_math500_464_control_ckpt_256_r_07,pair_math500_464,control,256,7,1,498
pair_pair_math500_464_control_ckpt_256_r_08,pair_math500_464,control,256,8,0,512
pair_pair_math500_464_control_ckpt_256_r_09,pair_math500_464,control,256,9,1,469
pair_pair_math500_464_control_ckpt_256_r_10,pair_math500_464,control,256,10,0,512
pair_pair_math500_464_control_ckpt_256_r_11,pair_math500_464,control,256,11,1,507
pair_pair_math500_464_control_ckpt_256_r_12,pair_math500_464,control,256,12,1,512
pair_pair_math500_464_control_ckpt_256_r_13,pair_math500_464,control,256,13,0,512
pair_pair_math500_464_control_ckpt_256_r_14,pair_math500_464,control,256,14,1,512
pair_pair_math500_464_control_ckpt_256_r_15,pair_math500_464,control,256,15,0,402
pair_pair_math500_464_control_ckpt_256_r_16,pair_math500_464,control,256,16,1,479
pair_pair_math500_464_recovery_ckpt_000_r_01,pair_math500_464,recovery,0,1,0,512
pair_pair_math500_464_recovery_ckpt_000_r_02,pair_math500_464,recovery,0,2,1,468
pair_pair_math500_464_recovery_ckpt_000_r_03,pair_math500_464,recovery,0,3,0,427
pair_pair_math500_464_recovery_ckpt_000_r_04,pair_math500_464,recovery,0,4,1,447
pair_pair_math500_464_recovery_ckpt_000_r_05,pair_math500_464,recovery,0,5,0,437
pair_pair_math500_464_recovery_ckpt_000_r_06,pair_math500_464,recovery,0,6,0,510
pair_pair_math500_464_recovery_ckpt_000_r_07,pair_math500_464,recovery,0,7,0,454
pair_pair_math500_464_recovery_ckpt_000_r_08,pair_math500_464,recovery,0,8,0,471
pair_pair_math500_464_recovery_ckpt_000_r_09,pair_math500_464,recovery,0,9,0,501
pair_pair_math500_464_recovery_ckpt_000_r_10,pair_math500_464,recovery,0,10,0,493
pair_pair_math500_464_recovery_ckpt_000_r_11,pair_math500_464,recovery,0,11,0,455
pair_pair_math500_464_recovery_ckpt_000_r_12,pair_math500_464,recovery,0,12,1,483
pair_pair_math500_464_recovery_ckpt_000_r_13,pair_math500_464,recovery,0,13,0,512
pair_pair_math500_464_recovery_ckpt_000_r_14,pair_math500_464,recovery,0,14,0,475
pair_pair_math500_464_recovery_ckpt_000_r_15,pair_math500_464,recovery,0,15,1,512
pair_pair_math500_464_recovery_ckpt_000_r_16,pair_math500_464,recovery,0,16,0,451
pair_pair_math500_464_recovery_ckpt_256_r_01,pair_math500_464,recovery,256,1,0,512
pair_pair_math500_464_recovery_ckpt_256_r_02,pair_math500_464,recovery,256,2,1,442
pair_pair_math500_464_recovery_ckpt_256_r_03,pair_math500_464,recovery,256,3,0,512
pair_pair_math500_464_recovery_ckpt_256_r_04,pair_math500_464,recovery,256,4,1,512
pair_pair_math500_464_recovery_ckpt_256_r_05,pair_math500_464,recovery,256,5,1,495
pair_pair_math500_464_recovery_ckpt_256_r_06,pair_math500_464,recovery,256,6,1,476
pair_pair_math500_464_recovery_ckpt_256_r_07,pair_math500_464,recovery,256,7,1,407
pair_pair_math500_464_recovery_ckpt_256_r_08,pair_math500_464,recovery,256,8,1,511
pair_pair_math500_464_recovery_ckpt_256_r_09,pair_math500_464,recovery,256,9,0,512
pair_pair_math500_464_recovery_ckpt_256_r_10,pair_math500_464,recovery,256,10,1,512
pair_pair_math500_464_recovery_ckpt_256_r_11,pair_math500_464,recovery,256,11,1,440
pair_pair_math500_464_recovery_ckpt_256_r_12,pair_math500_464,recovery,256,12,1,512
pair_pair_math500_464_recovery_ckpt_256_r_13,pair_math500_464,recovery,256,13,1,512
pair_pair_math500_464_recovery_ckpt_256_r_14,pair_math500_464,recovery,256,14,1,512
pair_pair_math500_464_recovery_ckpt_256_r_15,pair_math500_464,recovery,256,15,1,447
pair_pair_math500_464_recovery_ckpt_256_r_16,pair_math500_464,recovery,256,16,1,483
pair_pair_math500_465_control_ckpt_000_r_01,pair_math500_465,control,0,1,1,481
pair_pair_math500_465_control_ckpt_000_r_02,pair_math500_465,control,0,2,1,501
pair_pair_math500_465_control_ckpt_000_r_03,pair_math500_465,control,0,3,0,482
pair_pair_math500_465_control_ckpt_000_r_04,pair_math500_465,control,0,4,0,512
pair_pair_math500_465_control_ckpt_000_r_05,pair_math500_465,control,0,5,1,512
pair_pair_math500_465_control_ckpt_000_r_06,pair_math500_465,control,0,6,0,497
pair_pair_math500_465_control_ckpt_000_r_07,pair_math500_465,control,0,7,0,512
pair_pair_math500_465_control_ckpt_000_r_08,pair_math500_465,control,0,8,0,512
pair_pair_math500_465_control_ckpt_000_r_09,pair_math500_465,control,0,9,0,512
pair_pair_math500_465_control_ckpt_000_r_10,pair_math500_465,control,0,10,0,512
pair_pair_math500_465_control_ckpt_000_r_11,pair_math500_465,control,0,11,0,485
pair_pair_math500_465_control_ckpt_000_r_12,pair_math500_465,control,0,12,0,462
pair_pair_math500_465_control_ckpt_000_r_13,pair_math500_465,control,0,13,0,445
pair_pair_math500_465_control_ckpt_000_r_14,pair_math500_465,control,0,14,1,494
pair_pair_math500_465_control_ckpt_000_r_15,pair_math500_465,control,0,15,0,512
pair_pair_math500_465_control_ckpt_000_r_16,pair_math500_465,control,0,16,0,471
pair_pair_math500_465_control_ckpt_256_r_01,pair_math500_465,control,256,1,0,477
pair_pair_math500_465_control_ckpt_256_r_02,pair_math500_465,control,256,2,1,507
pair_pair_math500_465_control_ckpt_256_r_03,pair_math500_465,control,256,3,0,512
pair_pair_math500_465_control_ckpt_256_r_04,pair_math500_465,control,256,4,1,512
pair_pair_math500_465_control_ckpt_256_r_05,pair_math500_465,control,256,5,1,512
pair_pair_math500_465_control_ckpt_256_r_06,pair_math500_465,control,256,6,1,512
pair_pair_math500_465_control_ckpt_256_r_07,pair_math500_465,control,256,7,0,512
pair_pair_math500_465_control_ckpt_256_r_08,pair_math500_465,control,256,8,1,512
pair_pair_math500_465_control_ckpt_256_r_09,pair_math500_465,control,256,9,1,489
pair_pair_math500_465_control_ckpt_256_r_10,pair_math500_465,control,256,10,1,512
pair_pair_math500_465_control_ckpt_256_r_11,pair_math500_465,control,256,11,1,505
pair_pair_math500_465_control_ckpt_256_r_12,pair_math500_465,control,256,12,0,461
pair_pair_math500_465_control_ckpt_256_r_13,pair_math500_465,control,256,13,1,512
pair_pair_math500_465_control_ckpt_256_r_14,pair_math500_465,control,256,14,0,461
pair_pair_math500_465_control_ckpt_256_r_15,pair_math500_465,control,256,15,1,512
pair_pair_math500_465_control_ckpt_256_r_16,pair_math500_465,control,256,16,0,507
pair_pair_math500_465_recovery_ckpt_000_r_01,pair_math500_465,recovery,0,1,0,469
pair_pair_math500_465_recovery_ckpt_000_r_02,pair_math500_465,recovery,0,2,1,452
pair_pair_math500_465_recovery_ckpt_000_r_03,pair_math500_465,recovery,0,3,0,509
pair_pair_math500_465_recovery_ckpt_000_r_04,pair_math500_465,recovery,0,4,0,512
pair_pair_math500_465_recovery_ckpt_000_r_05,pair_math500_465,recovery,0,5,0,512
pair_pair_math500_465_recovery_ckpt_000_r_06,pair_math500_465,recovery,0,6,0,504
pair_pair_math500_465_recovery_ckpt_000_r_07,pair_math500_465,recovery,0,7,1,512
pair_pair_math500_465_recovery_ckpt_000_r_08,pair_math500_465,recovery,0,8,0,512
pair_pair_math500_465_recovery_ckpt_000_r_09,pair_math500_465,recovery,0,9,1,512
pair_pair_math500_465_recovery_ckpt_000_r_10,pair_math500_465,recovery,0,10,0,512
pair_pair_math500_465_recovery_ckpt_000_r_11,pair_math500_465,recovery,0,11,1,512
pair_pair_math500_465_recovery_ckpt_000_r_12,pair_math500_465,recovery,0,12,1,491
pair_pair_math500_465_recovery_ckpt_000_r_13,pair_math500_465,recovery,0,13,0,512
pair_pair_math500_465_recovery_ckpt_000_r_14,pair_math500_465,recovery,0,14,1,498
pair_pair_math500_465_recovery_ckpt_000_r_15,pair_math500_465,recovery,0,15,0,506
pair_pair_math500_465_recovery_ckpt_000_r_16,pair_math500_465,recovery,0,16,1,512
pair_pair_math500_465_recovery_ckpt_256_r_01,pair_math500_465,recovery,256,1,1,491
pair_pair_math500_465_recovery_ckpt_256_r_02,pair_math500_465,recovery,256,2,1,444
pair_pair_math500_465_recovery_ckpt_256_r_03,pair_math500_465,recovery,256,3,0,510
pair_pair_math500_465_recovery_ckpt_256_r_04,pair_math500_465,recovery,256,4,0,486
pair_pair_math500_465_recovery_ckpt_256_r_05,pair_math500_465,recovery,256,5,1,469
pair_pair_math500_465_recovery_ckpt_256_r_06,pair_math500_465,recovery,256,6,0,425
pair_pair_math500_465_recovery_ckpt_256_r_07,pair_math500_465,recovery,256,7,1,512
pair_pair_math500_465_recovery_ckpt_256_r_08,pair_math500_465,recovery,256,8,1,486
pair_pair_math500_465_recovery_ckpt_256_r_09,pair_math500_465,recovery,256,9,0,492
pair_pair_math500_465_recovery_ckpt_256_r_10,pair_math500_465,recovery,256,10,1,512
pair_pair_math500_465_recovery_ckpt_256_r_11,pair_math500_465,recovery,256,11,0,506
pair_pair_math500_465_recovery_ckpt_256_r_12,pair_math500_465,recovery,256,12,0,496
pair_pair_math500_465_recovery_ckpt_256_r_13,pair_math500_465,recovery,256,13,1,473
pair_pair_math500_465_recovery_ckpt_256_r_14,pair_math500_465,recovery,256,14,1,438
pair_pair_math500_465_recovery_ckpt_256_r_15,pair_math500_465,recovery,256,15,1,506
pair_pair_math500_465_recovery_ckpt_256_r_16,pair_math500_465,recovery,256,16,1,499
pair_pair_math500_466_control_ckpt_000_r_01,pair_math500_466,control,0,1,0,512
pair_pair_math500_466_control_ckpt_000_r_02,pair_math500_466,control,0,2,0,467
pair_pair_math500_466_control_ckpt_000_r_03,pair_math500_466,control,0,3,0,454
pair_pair_math500_466_control_ckpt_000_r_04,pair_math500_466,control,0,4,0,502
pair_pair_math500_466_control_ckpt_000_r_05,pair_math500_466,control,0,5,0,488
pair_pair_math500_466_control_ckpt_000_r_06,pair_math500_466,control,0,6,0,512
pair_pair_math500_466_control_ckpt_000_r_07,pair_math500_466,control,0,7,0,512
pair_pair_math500_466_control_ckpt_000_r_08,pair_math500_466,control,0,8,0,512
pair_pair_math500_466_control_ckpt_000_r_09,pair_math500_466,control,0,9,0,512
pair_pair_math500_466_control_ckpt_000_r_10,pair_math500_466,control,0,10,0,512
pair_pair_math500_466_control_ckpt_000_r_11,pair_math500_466,control,0,11,0,512
pair_pair_math500_466_control_ckpt_000_r_12,pair_math500_466,control,0,12,1,465
pair_pair_math500_466_control_ckpt_000_r_13,pair_math500_466,control,0,13,1,512
pair_pair_math500_466_control_ckpt_000_r_14,pair_math500_466,control,0,14,0,480
pair_pair_math500_466_control_ckpt_000_r_15,pair_math500_466,control,0,15,0,512
pair_pair_math500_466_control_ckpt_000_r_16,pair_math500_466,control,0,16,0,512
pair_pair_math500_466_control_ckpt_256_r_01,pair_math500_466,control,256,1,0,512
pair_pair_math500_466_control_ckpt_256_r_02,pair_math500_466,control,256,2,0,512
pair_pair_math500_466_control_ckpt_256_r_03,pair_math500_466,control,256,3,1,455
pair_pair_math500_466_control_ckpt_256_r_04,pair_math500_466,control,256,4,1,512
pair_pair_math500_466_control_ckpt_256_r_05,pair_math500_466,control,256,5,0,512
pair_pair_math500_466_control_ckpt_256_r_06,pair_math500_466,control,256,6,1,512
pair_pair_math500_466_control_ckpt_256_r_07,pair_math500_466,control,256,7,0,512
pair_pair_math500_466_control_ckpt_256_r_08,pair_math500_466,control,256,8,1,512
pair_pair_math500_466_control_ckpt_256_r_09,pair_math500_466,control,256,9,1,508
pair_pair_math500_466_control_ckpt_256_r_10,pair_math500_466,control,256,10,0,512
pair_pair_math500_466_control_ckpt_256_r_11,pair_math500_466,control,256,11,0,512
pair_pair_math500_466_control_ckpt_256_r_12,pair_math500_466,control,256,12,0,511
pair_pair_math500_466_control_ckpt_256_r_13,pair_math500_466,control,256,13,0,504
pair_pair_math500_466_control_ckpt_256_r_14,pair_math500_466,control,256,14,0,512
pair_pair_math500_466_control_ckpt_256_r_15,pair_math500_466,control,256,15,1,512
pair_pair_math500_466_control_ckpt_256_r_16,pair_math500_466,control,256,16,1,512
pair_pair_math500_466_recovery_ckpt_000_r_01,pair_math500_466,recovery,0,1,1,503
pair_pair_math500_466_recovery_ckpt_000_r_02,pair_math500_466,recovery,0,2,0,501
pair_pair_math500_466_recovery_ckpt_000_r_03,pair_math500_466,recovery,0,3,1,488
pair_pair_math500_466_recovery_ckpt_000_r_04,pair_math500_466,recovery,0,4,0,512
pair_pair_math500_466_recovery_ckpt_000_r_05,pair_math500_466,recovery,0,5,0,504
pair_pair_math500_466_recovery_ckpt_000_r_06,pair_math500_466,recovery,0,6,0,451
pair_pair_math500_466_recovery_ckpt_000_r_07,pair_math500_466,recovery,0,7,1,512
pair_pair_math500_466_recovery_ckpt_000_r_08,pair_math500_466,recovery,0,8,1,493
pair_pair_math500_466_recovery_ckpt_000_r_09,pair_math500_466,recovery,0,9,1,468
pair_pair_math500_466_recovery_ckpt_000_r_10,pair_math500_466,recovery,0,10,1,512
pair_pair_math500_466_recovery_ckpt_000_r_11,pair_math500_466,recovery,0,11,0,492
pair_pair_math500_466_recovery_ckpt_000_r_12,pair_math500_466,recovery,0,12,1,512
pair_pair_math500_466_recovery_ckpt_000_r_13,pair_math500_466,recovery,0,13,0,484
pair_pair_math500_466_recovery_ckpt_000_r_14,pair_math500_466,recovery,0,14,0,512
pair_pair_math500_466_recovery_ckpt_000_r_15,pair_math500_466,recovery,0,15,0,478
pair_pair_math500_466_recovery_ckpt_000_r_16,pair_math500_466,recovery,0,16,0,512
pair_pair_math500_466_recovery_ckpt_256_r_01,pair_math500_466,recovery,256,1,1,430
pair_pair_math500_466_recovery_ckpt_256_r_02,pair_math500_466,recovery,256,2,0,499
pair_pair_math500_466_recovery_ckpt_256_r_03,pair_math500_466,recovery,256,3,1,500
pair_pair_math500_466_recovery_ckpt_256_r_04,pair_math500_466,recovery,256,4,0,502
pair_pair_math500_466_recovery_ckpt_256_r_05,pair_math500_466,recovery,256,5,1,512
pair_pair_math500_466_recovery_ckpt_256_r_06,pair_math500_466,recovery,256,6,1,413
pair_pair_math500_466_recovery_ckpt_256_r_07,pair_math500_466,recovery,256,7,1,512
pair_pair_math500_466_recovery_ckpt_256_r_08,pair_math500_466,recovery,256,8,1,458
pair_pair_math500_466_recovery_ckpt_256_r_09,pair_math500_466,recovery,256,9,0,466
pair_pair_math500_466_recovery_ckpt_256_r_10,pair_math500_466,recovery,256,10,0,512
pair_pair_math500_466_recovery_ckpt_256_r_11,pair_math500_466,recovery,256,11,1,512
pair_pair_math500_466_recovery_ckpt_256_r_12,pair_math500_466,recovery,256,12,1,438
pair_pair_math500_466_recovery_ckpt_256_r_13,pair_math500_466,recovery,256,13,0,422
pair_pair_math500_466_recovery_ckpt_256_r_14,pair_math500_466,recovery,256,14,0,491
pair_pair_math500_466_recovery_ckpt_256_r_15,pair_math500_466,recovery,256,15,1,464
pair_pair_math500_466_recovery_ckpt_256_r_16,pair_math500_466,recovery,256,16,0,512
pair_pair_math500_467_control_ckpt_000_r_01,pair_math500_467,control,0,1,0,512
pair_pair_math500_467_control_ckpt_000_r_02,pair_math500_467,control,0,2,0,494
pair_pair_math500_467_control_ckpt_000_r_03,pair_math500_467,control,0,3,0,507
pair_pair_math500_467_control_ckpt_000_r_04,pair_math500_467,control,0,4,0,444
pair_pair_math500_467_control_ckpt_000_r_05,pair_math500_467,control,0,5,0,512
pair_pair_math500_467_control_ckpt_000_r_06,pair_math500_467,control,0,6,1,512
pair_pair_math500_467_control_ckpt_000_r_07,pair_math500_467,control,0,7,1,512
pair_pair_math500_467_control_ckpt_000_r_08,pair_math500_467,control,0,8,0,504
pair_pair_math500_467_control_ckpt_000_r_09,pair_math500_467,control,0,9,0,512
pair_pair_math500_467_control_ckpt_000_r_10,pair_math500_467,control,0,10,0,483
pair_pair_math500_467_control_ckpt_000_r_11,pair_math500_467,control,0,11,0,490
pair_pair_math500_467_control_ckpt_000_r_12,pair_math500_467,control,0,12,0,502
pair_pair_math500_467_control_ckpt_000_r_13,pair_math500_467,control,0,13,0,499
pair_pair_math500_467_control_ckpt_000_r_14,pair_math500_467,control,0,14,0,512
pair_pair_math500_467_control_ckpt_000_r_15,pair_math500_467,control,0,15,0,427
pair_pair_math500_467_control_ckpt_000_r_16,pair_math500_467,control,0,16,0,507
pair_pair_math500_467_control_ckpt_256_r_01,pair_math500_467,control,256,1,0,420
pair_pair_math500_467_control_ckpt_256_r_02,pair_math500_467,control,256,2,1,496
pair_pair_math500_467_control_ckpt_256_r_03,pair_math500_467,control,256,3,1,471
pair_pair_math500_467_control_ckpt_256_r_04,pair_math500_467,control,256,4,1,512
pair_pair_math500_467_control_ckpt_256_r_05,pair_math500_467,control,256,5,0,512
pair_pair_math500_467_control_ckpt_256_r_06,pair_math500_467,control,256,6,0,460
pair_pair_math500_467_control_ckpt_256_r_07,pair_math500_467,control,256,7,1,512
pair_pair_math500_467_control_ckpt_256_r_08,pair_math500_467,control,256,8,1,512
pair_pair_math500_467_control_ckpt_256_r_09,pair_math500_467,control,256,9,1,512
pair_pair_math500_467_control_ckpt_256_r_10,pair_math500_467,control,256,10,1,512
pair_pair_math500_467_control_ckpt_256_r_11,pair_math500_467,control,256,11,1,512
pair_pair_math500_467_control_ckpt_256_r_12,pair_math500_467,control,256,12,0,482
pair_pair_math500_467_control_ckpt_256_r_13,pair_math500_467,control,256,13,1,485
pair_pair_math500_467_control_ckpt_256_r_14,pair_math500_467,control,256,14,1,512
pair_pair_math500_467_control_ckpt_256_r_15,pair_math500_467,control,256,15,1,512
pair_pair_math500_467_control_ckpt_256_r_16,pair_math500_467,control,256,16,0,512
pair_pair_math500_467_recovery_ckpt_000_r_01,pair_math500_467,recovery,0,1,0,489
pair_pair_math500_467_recovery_ckpt_000_r_02,pair_math500_467,recovery,0,2,0,486
pair_pair_math500_467_recovery_ckpt_000_r_03,pair_math500_467,recovery,0,3,1,433
pair_pair_math500_467_recovery_ckpt_000_r_04,pair_math500_467,recovery,0,4,0,512
pair_pair_math500_467_recovery_ckpt_000_r_05,pair_math500_467,recovery,0,5,0,510
pair_pair_math500_467_recovery_ckpt_000_r_06,pair_math500_467,recovery,0,6,0,512
pair_pair_math500_467_recovery_ckpt_000_r_07,pair_math500_467,recovery,0,7,0,512
pair_pair_math500_467_recovery_ckpt_000_r_08,pair_math500_467,recovery,0,8,0,482
pair_pair_math500_467_recovery_ckpt_000_r_09,pair_math500_467,recovery,0,9,1,502
pair_pair_math500_467_recovery_ckpt_000_r_10,pair_math500_467,recovery,0,10,0,512
pair_pair_math500_467_recovery_ckpt_000_r_11,pair_math500_467,recovery,0,11,1,449
pair_pair_math500_467_recovery_ckpt_000_r_12,pair_math500_467,recovery,0,12,0,491
pair_pair_math500_467_recovery_ckpt_000_r_13,pair_math500_467,recovery,0,13,0,470
pair_pair_math500_467_recovery_ckpt_000_r_14,pair_math500_467,recovery,0,14,0,420
pair_pair_math500_467_recovery_ckpt_000_r_15,pair_math500_467,recovery,0,15,0,485
pair_pair_math500_467_recovery_ckpt_000_r_16,pair_math500_467,recovery,0,16,0,512
pair_pair_math500_467_recovery_ckpt_256_r_01,pair_math500_467,recovery,256,1,1,512
pair_pair_math500_467_recovery_ckpt_256_r_02,pair_math500_467,recovery,256,2,0,509
pair_pair_math500_467_recovery_ckpt_256_r_03,pair_math500_467,recovery,256,3,1,497
pair_pair_math500_467_recovery_ckpt_256_r_04,pair_math500_467,recovery,256,4,0,503
pair_pair_math500_467_recovery_ckpt_256_r_05,pair_math500_467,recovery,256,5,0,450
pair_pair_math500_467_recovery_ckpt_256_r_06,pair_math500_467,recovery,256,6,1,493
pair_pair_math500_467_recovery_ckpt_256_r_07,pair_math500_467,recovery,256,7,0,512
pair_pair_math500_467_recovery_ckpt_256_r_08,pair_math500_467,recovery,256,8,1,492
pair_pair_math500_467_recovery_ckpt_256_r_09,pair_math500_467,recovery,256,9,0,512
pair_pair_math500_467_recovery_ckpt_256_r_10,pair_math500_467,recovery,256,10,1,494
pair_pair_math500_467_recovery_ckpt_256_r_11,pair_math500_467,recovery,256,11,1,479
pair_pair_math500_467_recovery_ckpt_256_r_12,pair_math500_467,recovery,256,12,1,488
pair_pair_math500_467_recovery_ckpt_256_r_13,pair_math500_467,recovery,256,13,0,510
pair_pair_math500_467_recovery_ckpt_256_r_14,pair_math500_467,recovery,256,14,0,512
pair_pair_math500_467_recovery_ckpt_256_r_15,pair_math500_467,recovery,256,15,0,477
pair_pair_math500_467_recovery_ckpt_256_r_16,pair_math500_467,recovery,256,16,0,512
pair_pair_math500_468_control_ckpt_000_r_01,pair_math500_468,control,0,1,1,491
pair_pair_math500_468_control_ckpt_000_r_02,pair_math500_468,control,0,2,0,398
pair_pair_math500_468_control_ckpt_000_r_03,pair_math500_468,control,0,3,1,494
pair_pair_math500_468_control_ckpt_000_r_04,pair_math500_468,control,0,4,0,472
pair_pair_math500_468_control_ckpt_000_r_05,pair_math500_468,control,0,5,0,512
pair_pair_math500_468_control_ckpt_000_r_06,pair_math500_468,control,0,6,0,434
pair_pair_math500_468_control_ckpt_000_r_07,pair_math500_468,control,0,7,1,512
pair_pair_math500_468_control_ckpt_000_r_08,pair_math500_468,control,0,8,1,445
pair_pair_math500_468_control_ckpt_000_r_09,pair_math500_468,control,0,9,1,438
pair_pair_math500_468_control_ckpt_000_r_10,pair_math500_468,control,0,10,1,512
pair_pair_math500_468_control_ckpt_000_r_11,pair_math500_468,control,0,11,1,502
pair_pair_math500_468_control_ckpt_000_r_12,pair_math500_468,control,0,12,0,436
pair_pair_math500_468_control_ckpt_000_r_13,pair_math500_468,control,0,13,0,502
pair_pair_math500_468_control_ckpt_000_r_14,pair_math500_468,control,0,14,1,476
pair_pair_math500_468_control_ckpt_000_r_15,pair_math500_468,control,0,15,1,512
pair_pair_math500_468_control_ckpt_000_r_16,pair_math500_468,control,0,16,0,512
pair_pair_math500_468_control_ckpt_256_r_01,pair_math500_468,control,256,1,1,470
pair_pair_math500_468_control_ckpt_256_r_02,pair_math500_468,control,256,2,1,489
pair_pair_math500_468_control_ckpt_256_r_03,pair_math500_468,control,256,3,1,512
pair_pair_math500_468_control_ckpt_256_r_04,pair_math500_468,control,256,4,1,512
pair_pair_math500_468_control_ckpt_256_r_05,pair_math500_468,control,256,5,1,486
pair_pair_math500_468_control_ckpt_256_r_06,pair_math500_468,control,256,6,1,474
pair_pair_math500_468_control_ckpt_256_r_07,pair_math500_468,control,256,7,0,499
pair_pair_math500_468_control_ckpt_256_r_08,pair_math500_468,control,256,8,1,477
pair_pair_math500_468_control_ckpt_256_r_09,pair_math500_468,control,256,9,1,512
pair_pair_math500_468_control_ckpt_256_r_10,pair_math500_468,control,256,10,1,512
pair_pair_math500_468_control_ckpt_256_r_11,pair_math500_468,control,256,11,1,494
pair_pair_math500_468_control_ckpt_256_r_12,pair_math500_468,control,256,12,1,473
pair_pair_math500_468_control_ckpt_256_r_13,pair_math500_468,control,256,13,0,512
pair_pair_math500_468_control_ckpt_256_r_14,pair_math500_468,control,256,14,1,512
pair_pair_math500_468_control_ckpt_256_r_15,pair_math500_468,control,256,15,0,462
pair_pair_math500_468_control_ckpt_256_r_16,pair_math500_468,control,256,16,1,510
pair_pair_math500_468_recovery_ckpt_000_r_01,pair_math500_468,recovery,0,1,1,500
pair_pair_math500_468_recovery_ckpt_000_r_02,pair_math500_468,recovery,0,2,1,477
pair_pair_math500_468_recovery_ckpt_000_r_03,pair_math500_468,recovery,0,3,0,511
pair_pair_math500_468_recovery_ckpt_000_r_04,pair_math500_468,recovery,0,4,1,446
pair_pair_math500_468_recovery_ckpt_000_r_05,pair_math500_468,recovery,0,5,1,512
pair_pair_math500_468_recovery_ckpt_000_r_06,pair_math500_468,recovery,0,6,0,512
pair_pair_math500_468_recovery_ckpt_000_r_07,pair_math500_468,recovery,0,7,0,511
pair_pair_math500_468_recovery_ckpt_000_r_08,pair_math500_468,recovery,0,8,1,470
pair_pair_math500_468_recovery_ckpt_000_r_09,pair_math500_468,recovery,0,9,0,468
pair_pair_math500_468_recovery_ckpt_000_r_10,pair_math500_468,recovery,0,10,1,457
pair_pair_math500_468_recovery_ckpt_000_r_11,pair_math500_468,recovery,0,11,0,484
pair_pair_math500_468_recovery_ckpt_000_r_12,pair_math500_468,recovery,0,12,0,458
pair_pair_math500_468_recovery_ckpt_000_r_13,pair_math500_468,recovery,0,13,0,504
pair_pair_math500_468_recovery_ckpt_000_r_14,pair_math500_468,recovery,0,14,0,454
pair_pair_math500_468_recovery_ckpt_000_r_15,pair_math500_468,recovery,0,15,0,504
pair_pair_math500_468_recovery_ckpt_000_r_16,pair_math500_468,recovery,0,16,1,463
pair_pair_math500_468_recovery_ckpt_256_r_01,pair_math500_468,recovery,256,1,1,512
pair_pair_math500_468_recovery_ckpt_256_r_02,pair_math500_468,recovery,256,2,0,512
pair_pair_math500_468_recovery_ckpt_256_r_03,pair_math500_468,recovery,256,3,1,505
pair_pair_math500_468_recovery_ckpt_256_r_04,pair_math500_468,recovery,256,4,1,470
pair_pair_math500_468_recovery_ckpt_256_r_05,pair_math500_468,recovery,256,5,0,512
pair_pair_math500_468_recovery_ckpt_256_r_06,pair_math500_468,recovery,256,6,1,490
pair_pair_math500_468_recovery_ckpt_256_r_07,pair_math500_468,recovery,256,7,1,512
pair_pair_math500_468_recovery_ckpt_256_r_08,pair_math500_468,recovery,256,8,0,440
pair_pair_math500_468_recovery_ckpt_256_r_09,pair_math500_468,recovery,256,9,1,477
pair_pair_math500_468_recovery_ckpt_256_r_10,pair_math500_468,recovery,256,10,0,474
pair_pair_math500_468_recovery_ckpt_256_r_11,pair_math500_468,recovery,256,11,1,512
